84945	-0.87
148979	-1.36
126326	0.18
284808	0.16
100288563	0.36
2772	0.55
374650	-0.6
654504	-0.99
100653318	1.03
644862	0.75
161635	-1.51
100526416	-0.1
85442	-0.9
100289051	-2.07
100129998	0.15
338667	-0.08
100418629	-0.1
154442	0.22
397	0.88
100101117	0.21
729998	-0.62
9728	-0.73
619452	-0.13
343981	0.31
57477	-1.04
544586	-0.18
100271466	0.97
729075	-0.11
64240	-0.7
6505	-0.28
84083	1.11
100653308	0.55
100189256	1.24
100130157	0.14
100653298	0.41
100652912	-0.56
406988	0.61
1471	-0.51
57531	-1.42
29953	0.13
5954	1.95
2195	0.8
80052	1.17
57549	0.36
9016	-0.61
441899	-0.2
84859	-0.27
100506980	-0.47
643085	0.7
56912	-1.2
10186	0.87
5868	0.86
100652985	-1.2
81442	0.64
387575	2.43
100126512	-0.56
100379666	0.84
390028	-0.78
550	1.11
100421531	0.25
100131275	1.65
81876	-1.46
4774	-0.05
2494	-0.53
100271062	-0.2
100271434	-0.63
643314	-0.83
6707	0.58
58477	-1.09
100126321	1.48
100421589	-1.19
693210	0.1
25906	0.53
574485	0.59
50717	-0.3
100507067	0.08
8151	0.96
113402	-1.46
26807	-0.78
4793	0.32
100271344	-0.44
286362	1.37
645373	0.67
90871	0.07
100287834	-1.51
100128119	0.03
64146	-0.32
100506459	-0.1
619404	-1.18
1781	0.5
401388	-1.04
94008	-0.23
3831	0.38
319102	-0.78
100507360	0.58
728877	-1.32
360018	-2.81
25979	0.46
100131995	0.84
642636	-0.29
100271446	0.5
641313	-1.16
171014	-0.13
223075	-1.94
81466	1.18
140751	1.86
100196919	1.07
100462851	-0.03
7389	-0.03
100129250	-1.52
100533633	0.79
100532735	-0.21
64434	-0.66
84461	-1.41
100506557	-0.3
5413	-0.85
100505471	-0.4
63905	-1.22
338397	1.69
340371	-0.02
729532	1.07
89970	-2.6
7718	-0.45
57695	-0.68
442454	-1.22
2867	1.55
100289026	-1.42
10935	0.32
340544	0.85
6880	0.18
56101	-0.88
441487	0.94
27143	0.17
494142	-1.06
201158	-1.39
100505676	2.09
100293704	-0.68
80022	-1.86
55293	0.53
100271327	0.31
100859920	-1.35
55384	-1.94
4954	-0.12
3217	1.14
654319	0.64
645292	-0.49
100421261	-0.83
54556	0.27
100500825	0.16
10396	0.63
100134937	-0.4
23011	0.9
1532	-0.83
100302258	-0.33
652904	0.74
100505911	0.99
646506	-1.94
100287685	0.11
79499	0.61
84283	-1.45
388591	0.48
4820	-0.83
9997	1.02
392752	0.54
100129307	0.77
100312852	0.12
80097	0.86
100188819	1.38
2906	1.97
441880	-0.03
66008	-2.25
392552	0.03
100421925	0.21
10262	-0.16
79897	0.57
645744	1.01
100130811	-0.52
285512	-0.29
100271271	0.4
286480	-0.55
255374	0.09
114034	-1.96
79518	-1.12
6245	-1.33
54055	-0.85
29769	-0.69
100131012	0.38
100131831	0.98
7197	-0.73
284116	-1
401258	-1.04
260436	-0.41
83694	-0.24
116933	0.48
590	-0.32
100422289	-2.08
3958	-0.09
266977	1.19
100270898	1.19
401459	-0.79
115761	-1.55
378010	2.46
100133122	-0.16
8646	-0.1
100507777	0.42
160313	-1.61
100431174	-0.73
100420804	-1.54
100129180	-0.69
646482	0.12
619189	-1.36
3643	0.59
100653325	0.29
326297	-0.9
100505856	0.23
729078	0.75
768086	1.06
155340	-0.21
6078	-0.09
100132304	-0.09
127534	1.44
122258	1.13
1375	0.83
7323	-0.29
114825	0.37
100130620	0.4
230	-1.04
402694	-1.73
100421194	0.64
728417	-1.53
28416	0
100288595	0.25
57127	0.56
390431	0.19
123228	-0.73
2576	0.99
100033815	1.74
347584	0.88
100129162	-1.94
2537	1.4
729334	-0.06
54014	0.52
50999	0.62
100271295	-0.1
4319	-0.08
2157	1.02
64087	0.71
341457	0.99
406984	2.38
28807	0.66
10529	0.21
81532	-2.21
158376	2.69
100271549	-0.48
6135	2.37
646216	0.37
222699	1.54
100420831	-0.11
352905	0.51
6480	0.21
129870	-0.19
9904	-0.12
124930	1.01
23002	-0.2
100507007	-2.04
138240	-0.2
100131565	0.54
8086	0.62
100306978	0.62
10568	-1.69
9186	0.37
8498	0.97
387612	1.28
790955	-0.22
100384884	-0.32
728505	1.49
164395	-1.67
100270835	-0.44
827	0.46
100652749	-1.62
474273	0.28
118430	1.88
1415	0
100129277	-0.28
10682	0.47
100652890	-0.28
100421238	0.81
728938	0.9
100034700	0
158104	-1.18
100302137	-1.32
8517	-0.59
441013	0.8
51478	-1.96
144481	-1.89
2296	-0.65
9166	0.39
2880	-0.91
100505844	0.89
57794	0.33
284309	-0.17
441864	0.82
23617	0.39
283999	-0.45
100189124	0.23
63939	0.65
100289542	0.36
1729	-0.66
100507575	0.86
100128459	1.15
28888	0.28
646274	0.14
63917	-0.08
100505994	2.16
57528	0.28
1579	-0.16
64753	-2.51
83661	-1.57
65244	-0.08
100506847	0.21
81688	0.28
344471	0.82
100422582	-0.19
100421894	1.21
25890	-0.92
729403	-1.21
64002	-1.23
359724	0.74
100128242	-0.08
100233198	0.79
100847067	-0.27
1801	-0.59
11248	-0.37
79718	-1.85
54805	-1.17
780908	-1.44
693170	1.05
100421358	-0.6
100287538	0.79
100131568	1.52
84869	-0.19
390078	0.28
3781	-1.75
100313853	-0.82
100506558	0.06
256949	0.3
100422440	-0.76
6744	2.68
23694	-0.46
203076	0.06
158511	0.65
124446	-0.03
1979	-0.64
548599	1.05
729198	1.62
64332	-0.03
100505903	0.56
100128202	-0.1
2531	1.02
100529243	-1.16
11131	2.32
1813	-0.6
27439	-1.46
729706	-0.35
26191	0.15
23478	1.62
1033	0.91
28469	0.14
653553	-1.39
1736	-0.87
3104	-0.16
84624	2.55
202789	-1.86
442707	1.13
730101	-0.53
3798	1.67
113451	-1.14
100507648	0.14
100189366	-1.1
22889	0.9
202134	1.48
567	1.95
27201	0.8
140865	1.84
100127995	1.25
100616266	-0.13
56949	0.48
100505735	-0.97
100506862	-0.19
100420305	1.22
219595	0.54
100132132	0.46
100188816	-1.04
646179	-0.6
390586	-0.76
56832	0.4
66	-0.99
3238	0.56
4282	-1.12
654	1.83
57169	0.46
6001	-0.7
399947	0.24
1861	-0.35
468	0.37
8301	0.24
100271232	-1.01
100130276	-0.79
28822	0.3
9681	1.64
22994	1.08
3057	-0.62
2963	0.83
7367	-0.05
3613	0.3
2159	0.26
284900	2.58
100132609	-1.19
654412	0.1
3276	-1.78
897	0.59
128709	1.1
7986	1.45
729409	-1.93
727694	0.41
100418737	1.59
55854	-0.41
100507404	-0.21
100533729	-0.04
1973	0.37
100419791	0.67
100268168	1.32
730081	-0.1
51205	0.2
253260	2.49
116828	0.43
406892	0.19
100422413	-1.34
23756	0
28776	-0.22
100093630	-0.01
100128853	-0.58
100422865	-0.69
147906	-0.72
100289373	-0.21
55073	1.37
10616	1.05
100421976	-0.36
2627	-1.69
90632	-0.84
143162	-0.46
92427	0.1
644838	-0.66
100129315	2.01
100421292	-0.27
100190929	-1.21
4704	-0.14
9141	-1.01
504181	0.16
100313793	0.23
100653042	0.36
28348	-1.62
100418634	0.22
9646	0.31
200539	-1.42
477	0.96
79047	0.78
128439	2.3
6314	0.16
441228	0.05
54465	0.1
23705	0.07
65975	-1.85
100419693	-1.67
100616176	-0.08
100033407	-0.58
100616263	0.05
339231	-2.11
121775	-1.5
100506908	-1.1
7363	0.99
3268	-1.1
1193	-0.8
406963	0.08
664613	-0.32
100151656	0.15
6882	2.31
8132	-1.12
100533997	-0.31
84612	-0.52
9651	1.51
161527	-0.77
100653077	-0.08
100847017	0.79
100631300	-1.06
285780	1.66
6688	0.68
126052	-1.07
440396	0.45
10351	-0.21
6705	0.31
100131072	-0.09
474150	1.07
30832	-1.35
9802	-0.52
28470	-0.25
